"","Country.Name","Country.Code","Region","Income.Group","Special.Notes","Year","Life.Expectancy","Fertility.Rate","Population"
"5430","New Caledonia","NCL","East Asia & Pacific","High income","",1980,66.5695122,3.418,140050
"5431","Niger","NER","Sub-Saharan Africa","Low income","Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006.",1980,39.40382927,7.611,5963159
"5432","Nigeria","NGA","Sub-Saharan Africa","Lower middle income","Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology. Nigeria reports using SNA 2008.",1980,45.54780488,6.783,73698096
"5433","Nicaragua","NIC","Latin America & Caribbean","Lower middle income","April 2013 database update: Based on official government statistics, national accounts data were revised for 1994 onward; the base year changed to 2006.",1980,58.49709756,6.132,3249910
"5434","Netherlands","NLD","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1980,75.74317073,1.6,14149800
"5435","Norway","NOR","Europe & Central Asia","High income","",1980,75.67170732,1.72,4085620
"5436","Nepal","NPL","South Asia","Low income","Fiscal year end: July 14; reporting period for national accounts data: FY.",1980,46.51180488,5.725,14890080
"5437","Nauru","NRU","East Asia & Pacific","High income","",1980,NA,NA,7488
"5438","New Zealand","NZL","East Asia & Pacific","High income","Fiscal year end: March 31; reporting period for national accounts data: CY.",1980,72.82926829,2.03,3112900
"5440","Oman","OMN","Middle East & North Africa","High income","National Center for Statistics and Information revised national accounts from 2011 to 2015 based on the SNA 2008. Value added is in basic prices; and before 2011 in producer prices.",1980,59.73,8.299,1154375
"5442","Pakistan","PAK","South Asia","Lower middle income","Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.",1980,57.0372439,6.535,78071984
"5443","Panama","PAN","Latin America & Caribbean","Upper middle income","Based on government statistics national accounts have been revised from 2014.",1980,70.26817073,3.884,1978575
"5444","Peru","PER","Latin America & Caribbean","Upper middle income","The new base year is 2007.",1980,60.06363415,5.021,17359118
"5445","Philippines","PHL","East Asia & Pacific","Lower middle income","Source for GNI and net income from abroad is changed to national statistical office from central bank. April 2012 database update: National accounts data were revised for 1998 onward. Because intellectual property products are now reported as a part of gross fixed capital formation, gross domestic product (GDP) in current prices averaged 4 percent higher than previous estimates.",1980,62.1547561,5.183,47396966
"5446","Palau","PLW","East Asia & Pacific","Upper middle income","Fiscal year ends on September 30; reporting period for national accounts data: FY. National accounts data are revised based on IMF reports.",1980,NA,NA,12197
"5447","Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","",1980,52.88370732,5.694,3215483
"5448","Poland","POL","Europe & Central Asia","High income","",1980,70.09756098,2.28,35574150
"5450","Puerto Rico","PRI","Latin America & Caribbean","High income","Fiscal year end: June 30; reporting period for national accounts data: FY. April 2012 database update: Based on data from the Instituto de EstadÌ_sticas de Puerto Rico, national accounts data were revised for 2001 onward.",1980,73.70229268,2.607,3206000
"5451","Korea, Dem. People‰Ûªs Rep.","PRK","East Asia & Pacific","Low income","",1980,65.74541463,NA,17372167
"5452","Portugal","PRT","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1980,71.21463415,2.25,9766312
"5453","Paraguay","PRY","Latin America & Caribbean","Upper middle income","National accounts data have been revised from 1960 onward. The methodology and base year have not changed but the output of two hydroelectric plants (shared with neighboring countries) has been added raising GDP from previous estimates. On the supply side, it was added in ""gas, electricity and water."" On the demand side changes were mainly to exports, but also for imports, investment and consumption. National accounts price valuations for 1991 to 2012 have also been corrected and changed from VAP to VAB.",1980,66.77109756,5.174,3180628
"5454","West Bank and Gaza","PSE","Middle East & North Africa","Lower middle income","The new base year is 2004.",1980,NA,NA,NA
"5457","French Polynesia","PYF","East Asia & Pacific","High income","",1980,64.70556098,3.989,151702
"5458","Qatar","QAT","Middle East & North Africa","High income","Based on data from the Qatar Ministry of Development Planning and Statistics and the Qatar Central Bank, the new base year is 2013.",1980,72.79165854,5.811,223715
"5459","Romania","ROU","Europe & Central Asia","Upper middle income","Based on data from EUROSTAT, the Romanian National Institute of Statistics, the National Bank of Romania, and World Bank estimates, the new base year is 2005.",1980,69.09097561,2.43,22242653
"5460","Russian Federation","RUS","Europe & Central Asia","Upper middle income","The new base year is 2011.",1980,67.03390244,1.89,139010000
"5461","Rwanda","RWA","Sub-Saharan Africa","Low income","Based on official government statistics, national accounts data are revised for 2006 onward; the new base year is 2011. Rwanda reports using SNA 2008.",1980,47.98839024,8.448,5140786
"5463","Saudi Arabia","SAU","Middle East & North Africa","High income","Based on data from the Saudi Central Department of Statistics and Information under the authority of the Ministry of Economy and Planning, the new base year is 2010.",1980,63.10465854,7.206,9912917
"5464","Sudan","SDN","Sub-Saharan Africa","Lower middle income","Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",1980,54.24112195,6.802,14418063
"5465","Senegal","SEN","Sub-Saharan Africa","Low income","",1980,48.9427561,7.382,5568651
"5466","Singapore","SGP","East Asia & Pacific","High income","Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008. April 2012 database update: National accounts time series were replaced with official government statistics.",1980,72.1902439,1.737,2413945
"5467","Solomon Islands","SLB","East Asia & Pacific","Lower middle income","National accounts data have been revised from 2007 to 2013 based on IMF reports.",1980,58.89073171,6.748,230614
"5468","Sierra Leone","SLE","Sub-Saharan Africa","Low income","Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 1990 onward; the base year changed to 2006.",1980,40.6502439,6.356,3086406
"5469","El Salvador","SLV","Latin America & Caribbean","Lower middle income","",1980,56.52992683,5.087,4577683
"5470","San Marino","SMR","Europe & Central Asia","High income","",1980,NA,NA,21363
"5471","Somalia","SOM","Sub-Saharan Africa","Low income","",1980,44.73536585,7.013,6089707
"5472","Serbia","SRB","Europe & Central Asia","Upper middle income","Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",1980,NA,NA,NA
"5474","South Sudan","SSD","Sub-Saharan Africa","Low income","South Sudan declared its independence on July 9, 2011. Data are shown separately for South Sudan where available.",1980,39.03168293,6.85,4701360
"5477","Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income","The new base year is 2008. Value added is in basic prices.",1980,60.51178049,6.386,94953
"5478","Suriname","SUR","Latin America & Caribbean","Upper middle income","",1980,65.94043902,3.891,362777
"5479","Slovak Republic","SVK","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1980,70.40853659,2.32,4979815
"5480","Slovenia","SVN","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1980,71.10487805,2.064,1901315
"5481","Sweden","SWE","Europe & Central Asia","High income","Fiscal year end: June 30; reporting period for national accounts data: CY.",1980,75.74097561,1.68,8310531
"5482","Swaziland","SWZ","Sub-Saharan Africa","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.",1980,54.22634146,6.658,603373
"5483","Sint Maarten (Dutch part)","SXM","Latin America & Caribbean","High income","",1980,NA,NA,NA
"5484","Seychelles","SYC","Sub-Saharan Africa","High income","April 2013 database update: Based on official government statistics, national accounts data were revised for 1976 onward; the base year changed to 2006.",1980,NA,NA,64400
"5485","Syrian Arab Republic","SYR","Middle East & North Africa","Lower middle income","April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.",1980,65.81682927,7.094,8956156
"5486","Turks and Caicos Islands","TCA","Latin America & Caribbean","High income","",1980,NA,NA,7525
"5487","Chad","TCD","Sub-Saharan Africa","Low income","Based on IMF data, national accounts data have been revised for 2005 onward; the new base year is 2005.",1980,44.67497561,6.958,4512795
"5490","Togo","TGO","Sub-Saharan Africa","Low income","April 2013 database update: Based on IMF data, national accounts data have been revised for 2000; the new base year is 2000.",1980,52.30441463,7.207,2720838
"5491","Thailand","THA","East Asia & Pacific","Upper middle income","Fiscal year end: September 30; reporting period for national accounts data: CY. Based on data from the Bank of Thailand and the National Economics and Social Development Board (NESDB), the new base year is 2002.",1980,64.44643902,3.392,47385325
"5492","Tajikistan","TJK","Europe & Central Asia","Lower middle income","",1980,62.23390244,5.663,3917642
"5493","Turkmenistan","TKM","Europe & Central Asia","Upper middle income","On January 1, 2009, the Turkmen manat was redenominated (1 new manat = 5,000 old manats).",1980,60.86056098,5.012,2861000
"5495","Timor-Leste","TLS","East Asia & Pacific","Lower middle income","Based on official government statistics, national account data have been revised, and value added is measured at basic prices; the new base year is 2010.",1980,34.43595122,4.767,577580
"5497","Tonga","TON","East Asia & Pacific","Lower middle income","2013 national accounts estimates are based on IMF reports. Fiscal year ends on June 30; reporting period for national accounts data: FY. April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised; the base year changed to 2010/11.",1980,67.55,5.553,93007
"5500","Trinidad and Tobago","TTO","Latin America & Caribbean","High income","",1980,67.06268293,3.284,1085308
"5501","Tunisia","TUN","Middle East & North Africa","Lower middle income","Based on data from Tunisia‰Ûªs Ministry of Development and International Cooperation, Central Bank, and National Institute of Statistics, the new reference year is 2010.",1980,62.0245122,5.349,6384000
"5502","Turkey","TUR","Europe & Central Asia","Upper middle income","",1980,58.69158537,4.361,43905790
"5503","Tuvalu","TUV","East Asia & Pacific","Upper middle income","2013 national accounts estimates are based on IMF reports. Value added is measured at producer prices up to 1999 and at basic prices from 2000 onward.",1980,NA,NA,8051
"5504","Tanzania","TZA","Sub-Saharan Africa","Low income","The new base year is 2007. Tanzania reports using a blend of SNA 1993 and SNA 2008.",1980,50.46834146,6.653,18684893
"5505","Uganda","UGA","Sub-Saharan Africa","Low income","Fiscal year end: June 30; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2009/10. Uganda reports using SNA 2008. Price valuation is in producer prices.",1980,49.18278049,7.1,12547754
"5506","Ukraine","UKR","Europe & Central Asia","Lower middle income","The new base year is 2010.",1980,68.81782927,1.95,49968811
"5508","Uruguay","URY","Latin America & Caribbean","High income","In 2011, the Central Bank revised national accounts data for 2006 onward.",1980,70.28629268,2.726,2915775
"5509","United States","USA","North America","High income","Fiscal year end: September 30; reporting period for national accounts data: CY.",1980,73.6097561,1.8395,227225000
"5510","Uzbekistan","UZB","Europe & Central Asia","Lower middle income","",1980,65.27239024,5.127,15951899
"5511","St. Vincent and the Grenadines","VCT","Latin America & Caribbean","Upper middle income","April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",1980,67.37641463,3.985,100506
"5512","Venezuela, RB","VEN","Latin America & Caribbean","Upper middle income","",1980,68.174,4.199,15343917
"5513","British Virgin Islands","VGB","Latin America & Caribbean","High income","",1980,NA,NA,11003
"5514","Virgin Islands (U.S.)","VIR","Latin America & Caribbean","High income","",1980,71.42519512,3.138,97000
"5515","Vietnam","VNM","East Asia & Pacific","Lower middle income","National accounts value added data are now reported at basic prices.",1980,67.43365854,5.046,53700000
"5516","Vanuatu","VUT","East Asia & Pacific","Lower middle income","2013 national accounts estimates are based on IMF reports. Based on official government statistics, value added is measured at producer prices through 1997 and at basic prices from 1998 onward.",1980,58.54270732,5.575,115634
"5518","Samoa","WSM","East Asia & Pacific","Lower middle income","Fiscal year ends on June 30; reporting period for national accounts data: FY. Data are revised from Samoa Bureau of Statistics and Central Bank of Samoa. The new base year is 2008/09. Other methodological changes include increased reliance on summary data from the country‰Ûªs Value Added Goods and Services Tax system, incorporation of more recent benchmarks, and use of improved data sources.",1980,59.9695122,6.203,155554
"5519","Kosovo","XKX","Europe & Central Asia","Lower middle income","Kosovo became a World Bank member on June 29, 2009. Since 1999, Kosovo has been a territory under international administration pursuant to UN Security Council Resolution 1244 (1999).",1980,NA,NA,1521000
"5520","Yemen, Rep.","YEM","Middle East & North Africa","Lower middle income","Based on official government statistics and International Monetary Fund data, national accounts data have been revised for 1990 onward. The base year has reverted to 1990.",1980,50.55953659,8.697,8059381
"5521","South Africa","ZAF","Sub-Saharan Africa","Upper middle income","Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2010. South Africa reports using SNA 2008.",1980,56.97307317,4.786,27576000
"5522","Zambia","ZMB","Sub-Saharan Africa","Lower middle income","The new base year is 2010. National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha. Zambia reports using SNA 2008.",1980,51.49919512,7.209,5929497
"5523","Zimbabwe","ZWE","Sub-Saharan Africa","Low income","Fiscal year end: June 30; reporting period for national accounts data: CY. As of January 2009, multiple hard currencies, such as rand, pound sterling, euro and U.S. dollar are in use. Data are reported in U.S. dollars, the most-used currency.",1980,59.38802439,7.095,7289083
"5524","Aruba","ABW","Latin America & Caribbean","High income","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",1981,72.46234146,2.377,60567
"5525","Afghanistan","AFG","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data is calendar year, estimated to insure consistency between national accounts and fiscal data. National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",1981,42.52692683,7.449,12996923
"5526","Angola","AGO","Sub-Saharan Africa","Upper middle income","April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2002.",1981,40.28865854,7.319,8497950
"5527","Albania","ALB","Europe & Central Asia","Upper middle income","",1981,70.45446341,3.53,2726056
"5528","Andorra","AND","Europe & Central Asia","High income","The base year has changed to 2000. Price valuation is in basic prices.",1981,NA,NA,37502
"5530","United Arab Emirates","ARE","Middle East & North Africa","High income","April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised for 2001 onward; the base year changed to 2007.",1981,68.44517073,5.344,1093108
"5531","Argentina","ARG","Latin America & Caribbean","Upper middle income","National Institute of Statistics and Census revised national accounts from 2004-2015. Argentina, which was temporarily unclassified in July 2016 pending release of revised national accounts statistics, is classified as upper middle income for FY17 as of September 29, 2016.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. An alternative conversion factor is used when the official exchange rate is judged to diverge by an exceptionally large margin from the rate effectively applied to domestic transactions of foreign currencies and traded products. In the case of Argentina, the World Bank has found that during 2012-2015 there were two exchange rates (official and parallel) and parallel exchange rate (blue chip swap rate) was used in around 20% of the transactions. Based on this information an alternative conversion factor has been calculated using a weighted average method for this period.",1981,69.78665854,3.27,28543366
"5532","Armenia","ARM","Europe & Central Asia","Lower middle income","",1981,70.66160976,2.373,3145885
"5533","American Samoa","ASM","East Asia & Pacific","Upper middle income","",1981,NA,NA,33488
"5534","Antigua and Barbuda","ATG","Latin America & Caribbean","High income","April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",1981,68.86895122,2.098,69750
"5535","Australia","AUS","East Asia & Pacific","High income","Fiscal year end: June 30; reporting period for national accounts data: FY. Value added current series updated by the Australian Bureau of Statistics; data revised from 1990 onward; Australia reports using SNA 2008.",1981,74.66341463,1.935,14927000
"5536","Austria","AUT","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 13.7603 Austrian schilling. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1981,72.81219512,1.67,7568710
"5537","Azerbaijan","AZE","Europe & Central Asia","Upper middle income","April 2012 database update: National accounts historical expenditure series in constant prices were revised in line with State Statistical Committee data that were not previously available.",1981,64.71643902,3.179,6261942
"5538","Burundi","BDI","Sub-Saharan Africa","Low income","",1981,47.60468293,7.449,4239673
"5539","Belgium","BEL","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Belgian franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1981,73.62170732,1.66,9858982
"5540","Benin","BEN","Sub-Saharan Africa","Low income","Based on official government statistics, the new base year is 2007. Price valuation is in basic prices.",1981,47.66892683,7.025,3822206
"5541","Burkina Faso","BFA","Sub-Saharan Africa","Low income","",1981,46.92831707,7.152,6985158
"5542","Bangladesh","BGD","South Asia","Lower middle income","Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.",1981,53.92802439,6.217,83599582
"5543","Bulgaria","BGR","Europe & Central Asia","Upper middle income","The new reference year for chain linked series is 2010. April 2011 database update: The National Statistical Office revised national accounts data from 1995 onward. GDP in current prices were about 4 percent higher than previous estimates.",1981,71.57195122,2,8891117
"5544","Bahrain","BHR","Middle East & North Africa","High income","Based on official government statistics; the new base year is 2010.",1981,70.17658537,4.802,374125
"5545","Bahamas, The","BHS","Latin America & Caribbean","High income","",1981,68.69541463,2.994,215404
"5546","Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income","Based on official government statistics for chain linked series; the new reference year is 2010.",1981,70.41726829,2.115,4185074
"5547","Belarus","BLR","Europe & Central Asia","Upper middle income","In July 2016 a new Belarusian ruble was introduced, at a rate of 1 new ruble = 10,000 old rubles. Local currency values in this database are in old rubels.",1981,69.81917073,2.02,9710000
"5548","Belize","BLZ","Latin America & Caribbean","Upper middle income","",1981,69.9197561,5.684,147566
"5549","Bermuda","BMU","North America","High income","",1981,NA,NA,55050
"5550","Bolivia","BOL","Latin America & Caribbean","Lower middle income","",1981,50.48214634,5.637,5711598
"5551","Brazil","BRA","Latin America & Caribbean","Upper middle income","Based on official government statistics, the new reference year is 2000.",1981,62.30436585,3.966,125107382
"5552","Barbados","BRB","Latin America & Caribbean","High income","",1981,68.86378049,1.96,253080
"5553","Brunei Darussalam","BRN","East Asia & Pacific","High income","National accounts revision is based on data from the Asian Development Bank and the IMF. Data have been revised from 2010-2015; the new base year is 2010.",1981,70.6275122,4.103,199136
"5554","Bhutan","BTN","South Asia","Lower middle income","April 2013 database update: Data were updated using the government of Bhutan macroeconomic framework.",1981,45.71073171,6.504,423887
"5555","Botswana","BWA","Sub-Saharan Africa","Upper middle income","Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006. Data before 2006 were reported on a fiscal year basis.",1981,61.03312195,6.125,1033073
"5556","Central African Republic","CAF","Sub-Saharan Africa","Low income","The source of national accounts has changed to the International Monetary Fund. The base year has reverted back to 1985.",1981,49.23180488,5.955,2340259
"5557","Canada","CAN","North America","High income","Fiscal year end: March 31; reporting period for national accounts data: CY.",1981,75.47853659,1.7,24900000
"5559","Switzerland","CHE","Europe & Central Asia","High income","",1981,75.69317073,1.55,6354074
"5560","Channel Islands","CHI","Europe & Central Asia","High income","",1981,73.57392683,1.441,128988
"5561","Chile","CHL","Latin America & Caribbean","High income","",1981,68.42807317,2.703,11400489
"5562","China","CHN","East Asia & Pacific","Upper middle income","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",1981,66.93985366,2.546,993885000
"5563","Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income","The new base year is 2009.",1981,51.1744878,7.488,8629121
"5564","Cameroon","CMR","Sub-Saharan Africa","Lower middle income","",1981,51.6135122,6.651,9201146
"5565","Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income","Based on official government statistics; the new base year 2005.",1981,46.59287805,6.638,27049145
"5566","Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income","April 2013 database update: Based on IMF data, national accounts data were revised for 1990 onward; the base year changed to 1990.",1981,56.28280488,6.134,1855391
"5567","Colombia","COL","Latin America & Caribbean","Upper middle income","",1981,66.02492683,3.855,28375995
"5568","Comoros","COM","Sub-Saharan Africa","Low income","",1981,51.24434146,7.072,318659
"5569","Cabo Verde","CPV","Sub-Saharan Africa","Lower middle income","Cabo Verde is the new name for the country previously listed as Cape Verde. Based on official government statistics and IMF data, national accounts data have been revised from 1990 onward; the new base year is 2007. Value added is measured in basic prices.",1981,61.25621951,6.274,290428
"5570","Costa Rica","CRI","Latin America & Caribbean","Upper middle income","National accounts are revised from 1991 to 2015 using SNA 2008 based on official government data. The new reference year is 2012.",1981,72.69790244,3.552,2454127
"5572","Cuba","CUB","Latin America & Caribbean","Upper middle income","Based on official government statistics, the new reference year is 2005.",1981,74.03636585,1.843,9884219
"5573","Curacao","CUW","Latin America & Caribbean","High income","",1981,NA,NA,148629
"5574","Cayman Islands","CYM","Latin America & Caribbean","High income","",1981,NA,NA,16795
"5575","Cyprus","CYP","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1981,74.95129268,2.385,689173
"5576","Czech Republic","CZE","Europe & Central Asia","High income","",1981,70.72219512,2,10300591
"5577","Germany","DEU","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 German mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1981,72.95239024,1.43,78407907
"5578","Djibouti","DJI","Middle East & North Africa","Lower middle income","",1981,54.02885366,6.373,374683
"5579","Dominica","DMA","Latin America & Caribbean","Upper middle income","April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",1981,NA,NA,75376
"5580","Denmark","DNK","Europe & Central Asia","High income","",1981,74.2304878,1.44,5121572
"5581","Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","Based on data from the Central Bank of Dominican Republic, the new base year is 2007.",1981,63.43936585,4.303,5943591
"5582","Algeria","DZA","Middle East & North Africa","Upper middle income","",1981,59.4867561,6.617,19943667
"5588","Ecuador","ECU","Latin America & Caribbean","Upper middle income","National accounts have been revised from 1965 onward based on official government data; the new base year is 2007. The large upward changes are due to an improved calculation method for nominal GDP.",1981,63.68404878,4.611,8183194
"5589","Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income","Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2011/12.",1981,58.98043902,5.546,44465918
"5591","Eritrea","ERI","Sub-Saharan Africa","Low income","April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2000.",1981,43.54992683,6.686,2453689
"5592","Spain","ESP","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1981,75.52853659,2.04,37740556
"5593","Estonia","EST","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1981,68.97804878,2.07,1487666
"5594","Ethiopia","ETH","Sub-Saharan Africa","Low income","Fiscal year end: July 7; reporting period for national accounts data: FY. Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2010/11.",1981,43.67017073,7.36,36093319
"5597","Finland","FIN","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1981,73.74658537,1.64,4799964
"5598","Fiji","FJI","East Asia & Pacific","Upper middle income","National accounts have been revised from 2011 to 2015 based on the Fiji Bureau of Statistics and World Bank estimates. The new base year is 2011.",1981,63.29646341,3.864,650957
"5599","France","FRA","Europe & Central Asia","High income","A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",1981,74.3,1.85,55585824
"5600","Faroe Islands","FRO","Europe & Central Asia","High income","",1981,NA,2.5,43559
"5601","Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","Fiscal year ends on September 30; reporting period for national accounts data: FY. Based on the Pacific and Virgin Islands Training Initiative, national accounts data have been revised from 2009 onward. 2013 estimates are based on the IMF Small States Monitor, Issue 1.2014. In 2010, the government statistical office revised national accounts data for 1995-2008.",1981,65.28958537,6.129,75462
"5602","Gabon","GAB","Sub-Saharan Africa","Upper middle income","Based on IMF data and official government statistics; the new base year is 2001.",1981,55.79539024,5.709,747593
"5603","United Kingdom","GBR","Europe & Central Asia","High income","",1981,74.02682927,1.82,56333829
"5604","Georgia","GEO","Europe & Central Asia","Upper middle income","Value added data in constant prices before 2007 have been temporarily removed until revised series become available. Constant price expenditure estimates before 2011 have been deleted.",1981,69.40402439,2.296,4504500
"5605","Ghana","GHA","Sub-Saharan Africa","Lower middle income","In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",1981,52.57831707,6.468,11117608
"5606","Gibraltar","GIB","Europe & Central Asia","High income","",1981,NA,NA,26651
"5607","Guinea","GIN","Sub-Saharan Africa","Low income","",1981,41.95570732,6.557,4584305
"5608","Gambia, The","GMB","Sub-Saharan Africa","Low income","Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 2004 onward; the base year changed to 2004.",1981,47.14687805,6.323,625413
"5609","Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","In 2010, national accounts data for 2003-09 were revised. The new data had broader coverage of all sectors of the economy, and GDP in current prices averaged 89 percent higher than previous estimates.",1981,45.94363415,6.569,866947
"5610","Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","National accounts have been revised from 1980 onward based on IMF data and official government statistics; the new base year is 2006.",1981,44.42,5.751,232934
